,id,popularity,cast,director,genres,release_date,release_year,revenue_adj
61,166424,2.4870419999999998,Miles Teller|Kate Mara|Michael B. Jordan|Jamie Bell|Toby Kebbell,Josh Trank,Action|Adventure|Science Fiction,8/5/15,2015,154539320.322699
62,310131,2.46449,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Harvey Scrimshaw|Ellie Grainger,Robert Eggers,Mystery|Horror,3/24/15,2015,37190013.0363942
63,238713,2.404473,Melissa McCarthy|Jason Statham|Rose Byrne|Miranda Hart|Bobby Cannavale,Paul Feig,Action|Comedy|Crime,5/6/15,2015,216812826.082356
64,256591,2.395366,Will Smith|Margot Robbie|Rodrigo Santoro|Robert Taylor|Gerald McRaney,Glenn Ficarra|John Requa,Romance|Comedy|Crime|Drama,2/25/15,2015,141645863.63582
65,249070,2.354654,Rupert Friend|Zachary Quinto|Hannah Ware|Emilio Rivera|Rolf Kanies,Aleksander Bach,Action|Crime|Thriller,8/20/15,2015,75759810.18568349
66,205775,2.345821,Chris Hemsworth|Benjamin Walker|Cillian Murphy|Brendan Gleeson|Ben Whishaw,Ron Howard,Thriller|Drama|Adventure|Action|History,11/20/15,2015,86315059.3813738
67,334074,2.331636,Pierce Brosnan|Milla Jovovich|Dylan McDermott|Angela Bassett|Robert Forster,James McTeigue,Crime|Thriller|Action,5/21/15,2015,43927485.5442142
68,312221,2.3315669999999997,Michael B. Jordan|Sylvester Stallone|Graham McTavish|Tessa Thompson|Phylicia RashÄd,Ryan Coogler,Drama,11/25/15,2015,126900665.803707
69,271718,2.31767,Amy Schumer|Bill Hader|Brie Larson|Colin Quinn|Vanessa Bayer,Judd Apatow,Comedy,7/17/15,2015,129532072.56588799
70,333352,2.29573,Helen Mirren|Aaron Paul|Alan Rickman|Iain Glen|Barkhad Abdi,Gavin Hood,Drama|Thriller|War,9/11/15,2015,30220316.9030605
71,276907,2.28135,Tom Hardy|Emily Browning|Christopher Eccleston|David Thewlis|Taron Egerton,Brian Helgeland,Crime|Thriller,9/9/15,2015,39535137.0845396
72,284289,2.2720439999999997,Michael Douglas|Jeremy Irvine|Hanna Mangan Lawrence|Ronny Cox|Martin Palmer,Jean-Baptiste LÃ©onetti,Thriller,4/17/15,2015,42223.381421712096
73,266647,2.234573,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,Joe Wright,Adventure|Family|Fantasy,9/24/15,2015,118117202.42843
74,347096,2.165433,Melanie Stone|Kevin Sorbo|Adam Johnson|Jake Stormoen|Rocky Myers,Anne K. Black,Action|Adventure|Fantasy,6/24/15,2015,43927485.5442142
75,308369,2.141506,Thomas Mann|RJ Cyler|Olivia Cooke|Connie Britton|Nick Offerman,Alfonso Gomez-Rejon,Comedy|Drama,6/12/15,2015,43927485.5442142
76,227973,2.140199,Noah Schnapp|Bill Melendez|Venus Schultheis|Hadley Belle Miller|Madisyn Shipman,Steve Martino,Adventure|Animation|Comedy|Family,11/5/15,2015,226534364.284879
77,321741,2.121884,Will Smith|Bitsie Tulloch|Gugu Mbatha-Raw|Alec Baldwin|Matthew Willig,Peter Landesman,Drama,11/12/15,2015,44733666.5571867
78,296100,2.096273,Joseph Gordon-Levitt|Seth Rogen|Anthony Mackie|Lizzy Caplan|Jillian Bell,Jonathan Levine,Comedy,11/20/15,2015,48204295.110110104
79,263472,2.0809349999999998,Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns|Colleen Camp,Eli Roth,Drama|Horror|Thriller,6/26/15,2015,4796917.44935632
80,228205,2.070708,Scott Eastwood|Britt Robertson|Lolita Davidovich|Melissa Benoist|Jack Huston,"George Tillman, Jr.",Romance|Drama,4/9/15,2015,57972193.012235
81,159824,2.060162,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi,Genndy Tartakovsky,Animation|Comedy|Family,9/21/15,2015,428888671.76898396
82,333348,2.055572,Steve Martin|Diane Keaton|John Goodman|Alan Arkin|Olivia Wilde,Jessie Nelson,Family|Comedy,11/12/15,2015,22079990.2848042
83,285783,2.049886,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,Robert Zemeckis,Adventure|Drama|Thriller,9/30/15,2015,56287361.873560704
84,290764,2.0266509999999998,Marie Avgeropoulos|Taylor Lautner|Adam Rayner|Rafi Gavron|Sam Medina,Daniel Benmayor,Action|Crime|Drama,1/15/15,2015,1714249.04573042
85,296099,2.000338,Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,John Francis Daley|Jonathan M. Goldstein,Adventure|Comedy,7/28/15,2015,96033410.70529921
86,243688,1.984529,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements,Gil Kenan,Horror|Thriller,5/20/15,2015,87802915.846717
87,287424,1.9800389999999999,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson|Laura Cayouette|J.D. Evermore,Henry Hobson,Horror,5/8/15,2015,172142.964257095
88,301875,1.9597650000000002,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,Drake Doremus,Drama|Romance|Science Fiction,9/4/15,2015,1839999.19040035
89,181283,1.95632,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,Daniel Espinosa,Crime|Thriller,3/15/15,2015,3058382.2543117995
90,328425,1.926739,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,Thriller|Mystery,7/30/15,2015,54260336.885451704
91,274167,1.904898,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,Sean Anders,Comedy,12/25/15,2015,221131463.342156
92,370687,1.876037,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,A. Todd Smith,Fantasy|Action|Adventure,12/19/15,2015,43927485.5442142
93,307663,1.872696,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,Brian A Miller,Thriller|Science Fiction|Action|Adventure,1/16/15,2015,43927485.5442142
94,309809,1.865007,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,Adventure|Animation|Fantasy,7/29/15,2015,89765510.50317529
95,258509,1.841779,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,Walt Becker,Adventure|Animation|Comedy|Family,12/17/15,2015,215055014.135793
96,298382,1.82313,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,Drama,10/1/15,2015,16872792.5759712
97,272693,1.758618,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,Romance|Comedy,2/20/15,2015,40046325.65961671
98,283445,1.742286,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,Horror,8/19/15,2015,48651435.1533685
99,256961,1.73518,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,Action|Adventure|Comedy|Family,4/16/15,2015,98989419.0846556
100,326359,1.7247119999999898,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,Adventure|Animation|Family,3/9/15,2015,43927485.5442142
101,254302,1.661789,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,Action|Drama|Science Fiction,9/26/15,2015,43927485.5442142
102,241251,1.6510779999999898,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,Thriller,1/23/15,2015,46150034.4539848
103,292040,1.646664,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,Thriller|Action,4/11/15,2015,43927485.5442142
104,188222,1.532997,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,Comedy,6/3/15,2015,45322311.73818279
105,252838,1.5100959999999999,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,Comedy,1/16/15,2015,73415857.2970227
106,273477,1.499614,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,Comedy|Horror,10/23/15,2015,13671898.704364501
107,298312,1.495112,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,Horror|Thriller,9/10/15,2015,90574017.18743241
108,261023,1.4832459999999899,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,Crime|Drama,9/4/15,2015,91793583.3708233
109,336004,1.449072,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,Crime|Action|Thriller,11/13/15,2015,46125.099704956105
110,287903,1.448002,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,Horror|Comedy|Fantasy,11/26/15,2015,56624785.5250943
111,182560,1.443406,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,Drama|Mystery|Thriller,3/31/15,2015,191900.87556361398
112,192141,1.41239,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,Action|Thriller,8/26/15,2015,50065340.2112503
113,308639,1.40805,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,Crime|Drama|Comedy,6/19/15,2015,16547831.2389542
114,261392,1.3882510000000001,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,Comedy|Action,8/19/15,2015,25951426.781372197
115,304357,1.388032,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,Drama,4/10/15,2015,56690166.216326796
116,297291,1.38032,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,Action|Fantasy|Adventure,1/9/15,2015,43927485.5442142
117,266294,1.3766049999999999,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,Comedy,12/18/15,2015,96610126.25154442
118,227719,1.360926,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,Science Fiction|Thriller,1/30/15,2015,29668368.665917702
119,86828,1.360827,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,Comedy|Science Fiction,6/26/15,2015,4774472.21923222
120,287948,1.3558219999999999,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,Thriller|Action|Crime,9/3/15,2015,66819266.9995225
121,201085,1.345982,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,Mystery|Thriller|Fantasy|Horror|Drama,10/13/15,2015,68705406.0096213
122,277355,1.342839,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,Thriller|Action,1/23/15,2015,43927485.5442142
123,264999,1.338481,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,Comedy|Drama|Music,7/1/15,2015,112619962.88721599
124,146301,1.338322,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,Horror|Thriller,10/21/15,2015,71851557.1453148
125,223485,1.329702,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,Romance|Thriller|Western,4/16/15,2015,210766.38726278898
126,294016,1.316239,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,Drama,10/27/15,2015,7576804.78620589
127,290751,1.315266,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,Crime|Drama|Mystery,10/14/15,2015,29614535.809604198
128,309245,1.29314,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,Comedy,8/14/15,2015,2300395.50782597
129,228165,1.291013,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,Family|Animation,2/5/15,2015,286666383.306791
130,245706,1.284541,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,Crime|Drama|Mystery,4/17/15,2015,4342117.4894683
131,272878,1.278928,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,Adventure|Drama|Family,6/26/15,2015,40449856.802063
132,263109,1.25358,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,Family|Animation|Comedy|Adventure,2/5/15,2015,54923975.83345061
133,157827,1.251681,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,Drama,5/18/15,2015,43927485.5442142
134,321751,1.2452239999999999,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,Comedy|Drama,8/28/15,2015,1566237.67085542
135,266396,1.225325,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,Action|Drama|Crime,2/16/15,2015,9811564.7629115
136,277685,1.191138,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,Horror|Thriller,4/17/15,2015,57851497.3453411
137,268920,1.178831,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,Action|Crime|Comedy,5/8/15,2015,47545763.999863796
138,280092,1.1647239999999999,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,Drama|Horror|Thriller,6/4/15,2015,95959500.6978197
139,193687,1.161812,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,Drama|Science Fiction|Thriller,8/13/15,2015,109004.312038102
140,300803,1.144808,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,Action|Adventure|Fantasy,2/24/15,2015,43927485.5442142
141,328589,1.142518,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,Comedy|Drama,11/13/15,2015,38076655.2862716
142,228066,1.138395,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,Drama|Science Fiction|Thriller,11/10/15,2015,31489100.3047958
143,378373,1.128081,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,Adventure|Drama|Family,12/24/15,2015,43927485.5442142
144,291270,1.1252389999999999,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,Animation|Comedy|Drama|Romance,12/30/15,2015,3458541.59824169
145,294963,1.0733489999999999,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,Horror|Western|Adventure|Drama,10/23/15,2015,43927485.5442142
146,241257,1.065888,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,Horror|Mystery|Thriller,10/1/15,2015,16257405.7667414
147,245698,1.0630549999999999,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,Drama,9/16/15,2015,43927485.5442142
148,353326,1.046518,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,Drama,9/17/15,2015,10554653.0359526
